,movie,imdb,votes,mpaa,genre,director,writer,actor,country,budget,box_office_wknd1,box_office_dom,box_office_gross,prod_company,runtime
147,Mission: Impossible - Rogue Nation,7.4,335943.0,PG-13,Action,Christopher McQuarrie,Christopher McQuarrie,Tom Cruise,USA,150000000.0,55520089.0,195042377.0,682716636.0,Paramount Pictures,131.0
148,Upgrade,7.5,150646.0,R,Action,Leigh Whannell,Leigh Whannell,Logan Marshall-Green,USA,5000000.0,4670905.0,11977130.0,16706680.0,Goalpost Pictures,100.0
149,Adrift,6.6,45034.0,PG-13,Action,Baltasar Kormákur,Aaron Kandell,Shailene Woodley,Hong Kong,35000000.0,11603039.0,31445012.0,59945012.0,Huayi Brothers,96.0
150,Godzilla: King of the Monsters,6.0,126779.0,PG-13,Action,Michael Dougherty,Michael Dougherty,Kyle Chandler,USA,170000000.0,47776293.0,110500138.0,386600138.0,Warner Bros.,132.0
151,Playing with Fire,5.0,9304.0,PG,Comedy,Andy Fickman,Dan Ewen,John Cena,USA,29900000.0,12723781.0,44451847.0,68631669.0,Broken Road Productions,96.0
152,Jumanji: Welcome to the Jungle,6.9,310660.0,PG-13,Action,Jake Kasdan,Chris McKenna,Dwayne Johnson,USA,90000000.0,36169328.0,404540171.0,962102237.0,Columbia Pictures,119.0
153,Pacific Rim: Uprising,5.6,103571.0,PG-13,Action,Steven S. DeKnight,Steven S. DeKnight,John Boyega,UK,150000000.0,28116535.0,59874525.0,290930148.0,Legendary Entertainment,111.0
154,Dora and the Lost City of Gold,6.1,22148.0,PG,Adventure,James Bobin,Nicholas Stoller,Isabela Merced,USA,49000000.0,17431588.0,60477943.0,119682635.0,Paramount Players,102.0
155,Glass,6.7,199689.0,PG-13,Drama,M. Night Shyamalan,M. Night Shyamalan,James McAvoy,USA,20000000.0,40328920.0,111048468.0,246999039.0,Buena Vista International,129.0
156,King Arthur: Legend of the Sword,6.7,187959.0,PG-13,Action,Guy Ritchie,Joby Harold,Charlie Hunnam,UK,175000000.0,15371270.0,39175066.0,148675066.0,Warner Bros.,126.0
157,Fantastic Beasts and Where to Find Them,7.3,400588.0,PG-13,Adventure,David Yates,J.K. Rowling,Eddie Redmayne,UK,180000000.0,74403387.0,234037575.0,814043616.0,Heyday Films,132.0
158,A Beautiful Day in the Neighborhood,7.3,51964.0,PG,Biography,Marielle Heller,Micah Fitzerman-Blue,Tom Hanks,China,25000000.0,13251238.0,61704055.0,67760877.0,Big Beach Films,109.0
159,Miss Peregrine's Home for Peculiar Children,6.7,152551.0,PG-13,Adventure,Tim Burton,Ransom Riggs,Eva Green,USA,110000000.0,28871140.0,87242834.0,296482446.0,Twentieth Century Fox,127.0
160,13 Hours,7.3,115756.0,R,Action,Michael Bay,Chuck Hogan,John Krasinski,Malta,50000000.0,16194738.0,52853219.0,69411370.0,Paramount Pictures,144.0
161,Legend,6.9,154721.0,R,Biography,Brian Helgeland,Brian Helgeland,Tom Hardy,UK,30000000.0,86836.0,1872994.0,42972994.0,Cross Creek Pictures,132.0
162,Suspiria,6.8,57976.0,R,Fantasy,Luca Guadagnino,Dario Argento,Chloë Grace Moretz,Italy,20000000.0,184037.0,2483472.0,7942093.0,Frenesy Film Company,152.0
163,Zootopia,8.0,423331.0,PG,Animation,,Byron Howard,Ginnifer Goodwin,USA,150000000.0,75063401.0,341268248.0,1023791495.0,Walt Disney Pictures,108.0
164,Robin Hood,5.3,61733.0,PG-13,Action,Otto Bathurst,Ben Chandler,Taron Egerton,USA,100000000.0,9195670.0,30824628.0,86493046.0,Summit Entertainment,116.0
165,Phantom Thread,7.5,107528.0,R,Drama,Paul Thomas Anderson,Paul Thomas Anderson,Vicky Krieps,USA,35000000.0,216495.0,21198205.0,47756590.0,Focus Features,130.0
166,All the Money in the World,6.8,72137.0,R,Biography,Ridley Scott,David Scarpa,Michelle Williams,USA,50000000.0,5584684.0,25113707.0,56996304.0,Imperative Entertainment,132.0
167,Cats,2.8,36537.0,PG,Comedy,Tom Hooper,Lee Hall,James Corden,UK,95000000.0,6619870.0,27166770.0,73834284.0,Working Title Films,110.0
168,Ant-Man,7.3,556700.0,PG-13,Action,Peyton Reed,Edgar Wright,Paul Rudd,USA,130000000.0,57225526.0,180202163.0,519311965.0,Gary Sanchez Productions,117.0
169,Angel Has Fallen,6.4,73991.0,R,Action,Ric Roman Waugh,Robert Mark Kamen,Gerard Butler,USA,40000000.0,21380987.0,69030436.0,146661977.0,Millennium Films,121.0
170,Game Night,6.9,199972.0,R,Action,"John Francis Daley, Jonathan Goldstein",Mark Perez,Jason Bateman,USA,37000000.0,17005332.0,69179066.0,117679066.0,Access Entertainment,100.0
171,Fifty Shades Freed,4.5,53684.0,R,Drama,James Foley,Niall Leonard,Dakota Johnson,USA,55000000.0,38560195.0,100407760.0,371985018.0,Perfect World Pictures,105.0
172,Spotlight,8.1,409282.0,R,Biography,Tom McCarthy,Josh Singer,Mark Ruffalo,USA,20000000.0,295009.0,45055776.0,98690254.0,Participant,129.0
173,Overlord,6.6,81970.0,R,Action,Julius Avery,Billy Ray,Jovan Adepo,USA,38000000.0,10202108.0,21704844.0,41657844.0,Bad Robot,110.0
174,Passengers,7.0,342182.0,PG-13,Drama,Morten Tyldum,Jon Spaihts,Jennifer Lawrence,USA,110000000.0,14869736.0,100014699.0,303144152.0,Columbia Pictures,116.0
175,Warcraft,6.8,238794.0,PG-13,Action,Duncan Jones,Charles Leavitt,Travis Fimmel,China,160000000.0,24166110.0,47365290.0,439048914.0,Legendary Entertainment,123.0
176,A Cure for Wellness,6.4,83382.0,R,Drama,Gore Verbinski,Justin Haythe,Dane DeHaan,USA,40000000.0,4356941.0,8106986.0,26620002.0,New Regency Productions,146.0
177,Jupiter Ascending,5.3,176752.0,PG-13,Action,"Lana Wachowski (as The Wachowskis), Lilly Wachowski (as The Wachowskis)",Lilly Wachowski,Channing Tatum,USA,176000000.0,18372372.0,47387723.0,183887723.0,Warner Bros.,127.0
178,Baywatch,5.5,157091.0,R,Action,Seth Gordon,Michael Berk,Dwayne Johnson,UK,69000000.0,18503871.0,58060186.0,177856751.0,Paramount Pictures,116.0
179,The Good Liar,6.6,21793.0,R,Crime,Bill Condon,Nicholas Searle,Helen Mirren,UK,10000000.0,5605051.0,17156058.0,33856058.0,BRON Studios,109.0
180,San Andreas,6.0,208458.0,PG-13,Action,Brad Peyton,Carlton Cuse,Dwayne Johnson,USA,110000000.0,54588173.0,155190832.0,473990832.0,New Line Cinema,114.0
181,The Lost City of Z,6.6,76679.0,PG-13,Action,James Gray,James Gray,Charlie Hunnam,USA,30000000.0,110175.0,8580410.0,19263938.0,Keep Your Head,141.0
182,The Jungle Book,7.4,255777.0,PG,Adventure,Jon Favreau,Justin Marks,Neel Sethi,UK,175000000.0,103261464.0,364001123.0,966552003.0,Fairview Entertainment,106.0
183,Moonlight,7.4,265335.0,R,Drama,Barry Jenkins,Barry Jenkins,Mahershala Ali,USA,4000000.0,402075.0,27854932.0,65336603.0,A24,111.0
184,The Meg,5.6,144808.0,PG-13,Action,Jon Turteltaub,Dean Georgaris,Jason Statham,USA,130000000.0,45402195.0,145443742.0,530259473.0,Apelles Entertainment,113.0
185,The Call of the Wild,6.8,30644.0,PG,Adventure,Chris Sanders,Michael Green,Harrison Ford,Canada,135000000.0,24791624.0,62342368.0,107604626.0,20th Century Studios,100.0
186,Inferno,6.2,154843.0,PG-13,Action,Ron Howard,Dan Brown,Tom Hanks,USA,75000000.0,14860425.0,34343574.0,220021259.0,Columbia Pictures,121.0
187,The Favourite,7.5,165257.0,R,Biography,Yorgos Lanthimos,Deborah Davis,Olivia Colman,Ireland,15000000.0,422410.0,34366783.0,95918706.0,Fox Searchlight Pictures,119.0
188,Tesla,5.1,3157.0,PG-13,Biography,Michael Almereyda,Michael Almereyda,Ethan Hawke,USA,5000000.0,42165.0,92276.0,210613.0,Passage Pictures (II),102.0
189,Rambo: Last Blood,6.1,77589.0,R,Action,Adrian Grunberg (as Adrian Grünberg),Matthew Cirulnick,Sylvester Stallone,USA,50000000.0,18872919.0,44819352.0,91490353.0,Lionsgate,89.0
190,Hidden Figures,7.8,194546.0,PG,Biography,Theodore Melfi,Allison Schroeder,Taraji P. Henson,USA,25000000.0,515499.0,169607287.0,235956898.0,Fox 2000 Pictures,127.0
191,Mortal Engines,6.1,101718.0,PG-13,Action,Christian Rivers,Fran Walsh,Hera Hilmar,USA,100000000.0,7559850.0,15951040.0,83672673.0,Media Rights Capital (MRC),128.0
192,Scary Stories to Tell in the Dark,6.2,56217.0,PG-13,Adventure,André Øvredal,Dan Hageman,Zoe Margaret Colletti,USA,25000000.0,20915346.0,68947075.0,104545505.0,CBS Films,108.0
193,Queen & Slim,7.1,19927.0,R,Crime,Melina Matsoukas,Lena Waithe,Daniel Kaluuya,USA,18000000.0,11890490.0,43808310.0,47801058.0,BRON Studios,132.0
194,Mother!,6.6,185936.0,R,Drama,Darren Aronofsky,Darren Aronofsky,Jennifer Lawrence,USA,30000000.0,7534673.0,17800004.0,44516999.0,Paramount Pictures,121.0
195,Downton Abbey,7.4,36618.0,PG,Drama,Michael Engler,Julian Fellowes,Stephen Campbell Moore,UK,13000000.0,31033665.0,96854135.0,193820755.0,Carnival Film & Television,122.0
196,The Goldfinch,6.3,14717.0,R,Drama,John Crowley,Peter Straughan,Oakes Fegley,USA,45000000.0,2679027.0,5332621.0,9932621.0,Amazon Studios,149.0
197,Sicario: Day of the Soldado,7.1,120931.0,R,Action,Stefano Sollima,Taylor Sheridan,Benicio Del Toro,USA,35000000.0,19007566.0,50072235.0,75837743.0,Columbia Pictures,122.0
198,Wonder,8.0,135524.0,PG,Drama,Stephen Chbosky,Stephen Chbosky,Jacob Tremblay,USA,20000000.0,27547866.0,132422809.0,305940606.0,Lionsgate,113.0
199,Johnny English Strikes Again,6.2,61360.0,PG,Action,David Kerr,William Davies,Rowan Atkinson,UK,25000000.0,1638895.0,4412170.0,158972499.0,Universal Pictures,89.0
200,Vice,7.2,114500.0,R,Biography,Adam McKay,Adam McKay,Christian Bale,USA,60000000.0,7768371.0,47836282.0,76073488.0,Annapurna Pictures,132.0
201,In the Heart of the Sea,6.9,120208.0,PG-13,Action,Ron Howard,Charles Leavitt,Chris Hemsworth,USA,100000000.0,11053366.0,25020758.0,93920758.0,Warner Bros.,122.0
202,Independence Day: Resurgence,5.2,164515.0,PG-13,Action,Roland Emmerich,Nicolas Wright,Liam Hemsworth,USA,165000000.0,41039944.0,103144286.0,389681935.0,Twentieth Century Fox,120.0
203,The Nice Guys,7.4,271801.0,R,Action,Shane Black,Shane Black,Russell Crowe,USA,50000000.0,11203270.0,36261763.0,62788218.0,Warner Bros.,116.0
204,Good Boys,6.7,56999.0,R,Adventure,Gene Stupnitsky,Lee Eisenberg,Jacob Tremblay,USA,20000000.0,21402605.0,83140306.0,111037232.0,Good Universe,90.0
205,Star Trek Beyond,7.1,224170.0,PG-13,Action,Justin Lin,Simon Pegg,Chris Pine,USA,185000000.0,59253211.0,158848340.0,343471816.0,Paramount Pictures,122.0
206,Just Mercy,7.6,39342.0,PG-13,Biography,Destin Daniel Cretton,Destin Daniel Cretton,Michael B. Jordan,USA,25000000.0,107858.0,36001502.0,50401502.0,Warner Bros. Pictures,137.0
207,Bad Times at the El Royale,7.1,124498.0,R,Crime,Drew Goddard,Drew Goddard,Jeff Bridges,USA,32000000.0,7132647.0,17839115.0,31882724.0,Goddard Textiles,141.0
208,The Neon Demon,6.2,82082.0,R,Horror,Nicolas Winding Refn,Nicolas Winding Refn,Elle Fanning,USA,7000000.0,589014.0,1333124.0,3377430.0,Space Rocket Nation,117.0
209,Incredibles 2,7.6,241334.0,PG,Animation,Brad Bird,Brad Bird,Craig T. Nelson,USA,200000000.0,182687905.0,608581744.0,1242805359.0,Walt Disney Pictures,118.0
210,Fantastic Four,4.3,149888.0,PG-13,Action,"Josh Trank, Stephen E. Rivkin (uncredited)",Jeremy Slater,Miles Teller,USA,120000000.0,25685737.0,56117548.0,167882881.0,Twentieth Century Fox,100.0
211,The Mummy,5.4,169766.0,PG-13,Action,Alex Kurtzman,David Koepp,Tom Cruise,USA,125000000.0,31688375.0,80227895.0,409231607.0,Universal Pictures,111.0
212,Wind River,7.7,196636.0,R,Crime,Taylor Sheridan,Taylor Sheridan,Kelsey Asbille,UK,11000000.0,161558.0,33800859.0,43980821.0,Acacia Filmed Entertainment,107.0
213,The Post,7.2,131310.0,PG-13,Drama,Steven Spielberg,Liz Hannah,Meryl Streep,USA,50000000.0,526011.0,81903458.0,179769467.0,Twentieth Century Fox,116.0
214,The Nun,5.3,113721.0,R,Horror,Corin Hardy,Gary Dauberman,Demián Bichir,USA,22000000.0,53807379.0,117450119.0,365551694.0,Atomic Monster,96.0
215,Fifty Shades Darker,4.6,89802.0,R,Drama,James Foley,Niall Leonard,Dakota Johnson,USA,55000000.0,46607250.0,114581250.0,381545846.0,Universal Pictures,118.0
216,Ant-Man and the Wasp,7.1,297823.0,PG-13,Action,Peyton Reed,Chris McKenna,Paul Rudd,USA,162000000.0,75812205.0,216648740.0,622674139.0,Marvel Studios,118.0
217,The Accountant,7.3,254865.0,R,Action,Gavin O'Connor,Bill Dubuque,Ben Affleck,USA,44000000.0,24710273.0,86260045.0,155160045.0,Warner Bros.,128.0
218,The Equalizer 2,6.7,127555.0,R,Action,Antoine Fuqua,Richard Wenk,Denzel Washington,USA,62000000.0,36011640.0,102084362.0,190400157.0,Columbia Pictures,121.0
219,Men in Black: International,5.6,104414.0,PG-13,Action,F. Gary Gray,Matt Holloway,Chris Hemsworth,China,110000000.0,30035838.0,80001807.0,253890701.0,Columbia Pictures,114.0
220,Five Feet Apart,7.2,39295.0,PG-13,Drama,Justin Baldoni,Mikki Daughtry,Haley Lu Richardson,USA,7000000.0,13190286.0,45729221.0,91522094.0,CBS Films,116.0
221,Mary Queen of Scots,6.3,37620.0,R,Biography,Josie Rourke,Beau Willimon,Saoirse Ronan,UK,25000000.0,194777.0,16468499.0,46712809.0,Focus Features,124.0
222,Sorry to Bother You,6.9,58705.0,R,Comedy,Boots Riley,Boots Riley,LaKeith Stanfield,USA,3200000.0,727266.0,17493096.0,18170707.0,Cinereach,112.0
223,How to Train Your Dragon: The Hidden World,7.5,98425.0,PG,Animation,Dean DeBlois,Dean DeBlois,Jay Baruchel,USA,129000000.0,55022245.0,160799505.0,521833414.0,DreamWorks Animation,104.0
224,Terminator Genisys,6.3,255705.0,PG-13,Action,Alan Taylor,Laeta Kalogridis,Arnold Schwarzenegger,USA,155000000.0,27018486.0,89760956.0,440603537.0,Paramount Pictures,126.0
225,Gods of Egypt,5.4,103851.0,PG-13,Action,Alex Proyas,Matt Sazama,Brenton Thwaites,USA,140000000.0,14123903.0,31153464.0,150680864.0,Pyramania,127.0
226,Jay and Silent Bob Reboot,5.7,18052.0,R,Comedy,Kevin Smith,Kevin Smith,Joey Lauren Adams,USA,10000000.0,93520.0,4589490.0,4691248.0,Destro Films,105.0
227,The Florida Project,7.6,90962.0,R,Drama,Sean Baker,Sean Baker,Brooklynn Prince,USA,2000000.0,157553.0,5904366.0,10971298.0,Cre Film,111.0
228,Transformers: The Last Knight,5.2,132817.0,PG-13,Action,Michael Bay,Art Marcum,Mark Wahlberg,USA,217000000.0,44680073.0,130168683.0,605425157.0,Paramount Pictures,154.0
229,Hostiles,7.2,67894.0,R,Drama,Scott Cooper,Scott Cooper,Scott Shepherd,USA,39000000.0,22849.0,29819114.0,35669017.0,Grisbi Productions,134.0
230,Mid90s,7.4,45409.0,R,Comedy,Jonah Hill,Jonah Hill,Sunny Suljic,USA,1700000.0,258157.0,7362439.0,9303022.0,A24,85.0
231,Furious 7,7.1,354559.0,PG-13,Action,James Wan,Chris Morgan,Vin Diesel,USA,190000000.0,147187040.0,353007020.0,1515048151.0,Universal Pictures,137.0
232,Fighting with My Family,7.1,63317.0,PG-13,Biography,Stephen Merchant,Stephen Merchant,Dwayne Johnson,UK,11000000.0,138780.0,22958886.0,40811919.0,Metro-Goldwyn-Mayer (MGM),108.0
233,John Wick: Chapter 2,7.5,354375.0,R,Action,Chad Stahelski,Derek Kolstad,Keanu Reeves,USA,40000000.0,30436123.0,92029184.0,171547802.0,Summit Entertainment,122.0
234,Mary Poppins Returns,6.7,74199.0,PG,Comedy,Rob Marshall,P.L. Travers,Emily Blunt,USA,130000000.0,23523121.0,171958438.0,349545966.0,Lucamar Productions,130.0
235,Beautiful Boy,7.3,49211.0,R,Biography,Felix van Groeningen,Luke Davies,Steve Carell,USA,25000000.0,218888.0,7649973.0,16636604.0,Amazon Studios,120.0
236,The Mountain Between Us,6.4,65190.0,PG-13,Action,Hany Abu-Assad,Chris Weitz,Kate Winslet,USA,35000000.0,10551336.0,30348555.0,62832209.0,Chernin Entertainment,112.0
237,Patriots Day,7.4,88744.0,R,Action,Peter Berg,Peter Berg,Mark Wahlberg,Hong Kong,45000000.0,161306.0,31886361.0,52185751.0,CBS Films,133.0
238,Den of Thieves,7.0,89514.0,R,Action,Christian Gudegast,Christian Gudegast,Gerard Butler,USA,30000000.0,15206108.0,44947622.0,80509622.0,STX Films,148.0
239,Manchester by the Sea,7.8,239888.0,R,Drama,Kenneth Lonergan,Kenneth Lonergan,Casey Affleck,USA,9000000.0,256498.0,47695371.0,78988148.0,Amazon Studios,137.0
240,Allegiant,5.7,106404.0,PG-13,Action,Robert Schwentke,Noah Oppenheim,Shailene Woodley,USA,110000000.0,29027348.0,66184051.0,179246868.0,Mandeville Films,120.0
241,Atomic Blonde,6.7,171880.0,R,Action,David Leitch,Kurt Johnstad,Charlize Theron,USA,30000000.0,18286420.0,51687870.0,100014025.0,Focus Features,115.0
242,Instant Family,7.3,78427.0,PG-13,Comedy,Sean Anders,Sean Anders,Mark Wahlberg,USA,48000000.0,14504315.0,67363237.0,120556201.0,Closest to the Hole Productions,118.0
243,Harriet,6.5,17328.0,PG-13,Action,Kasi Lemmons,Gregory Allen Howard,Cynthia Erivo,China,17000000.0,11676720.0,43082155.0,43347017.0,Martin Chase Productions,125.0
244,The Predator,5.3,113692.0,R,Action,Shane Black,Fred Dekker,Boyd Holbrook,USA,88000000.0,24632284.0,51024708.0,160542134.0,Twentieth Century Fox,107.0
245,The Legend of Tarzan,6.2,161139.0,PG-13,Action,David Yates,Adam Cozad,Alexander Skarsgård,UK,180000000.0,38527856.0,126643061.0,356700357.0,Village Roadshow Pictures,110.0
246,The Founder,7.2,119154.0,PG-13,Biography,John Lee Hancock,Robert Siegel,Michael Keaton,USA,25000000.0,3404102.0,12786053.0,24121245.0,The Weinstein Company,115.0
247,Hunter Killer,6.6,50790.0,R,Action,Donovan Marsh,Arne Schmidt,Gerard Butler,UK,40000000.0,6653777.0,15767460.0,31672678.0,Hunter Killer Productions,121.0
248,The Hunger Games: Mockingjay - Part 2,6.5,279055.0,PG-13,Action,Francis Lawrence,Peter Craig,Jennifer Lawrence,USA,160000000.0,102665981.0,281723902.0,658344137.0,Lionsgate,137.0
249,Marshall,7.2,19169.0,PG-13,Biography,Reginald Hudlin,Michael Koskoff,Chadwick Boseman,USA,12000000.0,3000805.0,10051659.0,10116816.0,Chestnut Ridge Productions,118.0
250,Death Wish,6.4,62038.0,R,Action,Eli Roth,Joe Carnahan,Bruce Willis,USA,30000000.0,13010267.0,34017028.0,49562710.0,Cave 76,107.0
251,Carol,7.2,112496.0,R,Drama,Todd Haynes,Phyllis Nagy,Cate Blanchett,UK,11800000.0,253510.0,12711491.0,40272135.0,The Weinstein Company,118.0
252,The Kitchen,5.5,14533.0,R,Action,Andrea Berloff,Andrea Berloff,Melissa McCarthy,USA,38000000.0,5527410.0,12180032.0,15980032.0,BRON Studios,102.0
253,Pan,5.7,59420.0,PG,Adventure,Joe Wright,Jason Fuchs,Levi Miller,USA,150000000.0,15315435.0,35088320.0,128388320.0,Warner Bros.,111.0
254,Don't Breathe,7.1,214375.0,R,Crime,Fede Alvarez,Fede Alvarez,Stephen Lang,USA,9900000.0,26411706.0,89217875.0,157830487.0,Screen Gems,88.0
255,Last Christmas,6.5,38974.0,PG-13,Comedy,Paul Feig,George Michael,Madison Ingoldsby,UK,25000000.0,11441055.0,35150750.0,121550750.0,Calamity Films,103.0
256,Brightburn,6.1,75177.0,R,Drama,David Yarovesky,Brian Gunn,Elizabeth Banks,USA,6000000.0,7845658.0,17300439.0,32893421.0,Screen Gems,90.0
257,Hellboy,5.2,75265.0,R,Action,Neil Marshall,Andrew Cosby,David Harbour,USA,50000000.0,12045147.0,21903748.0,44665289.0,Summit Entertainment,120.0
258,Jack Reacher: Never Go Back,6.1,134995.0,PG-13,Action,Edward Zwick,Richard Wenk,Tom Cruise,China,60000000.0,22872490.0,58697076.0,162146076.0,Paramount Pictures,118.0
259,The Mule,7.0,102287.0,R,Crime,Clint Eastwood,Nick Schenk,Clint Eastwood,USA,50000000.0,17509431.0,103804407.0,174804407.0,Warner Bros.,116.0
260,The Turning,3.8,8003.0,PG-13,Drama,Floria Sigismondi,Henry James,Mackenzie Davis,UK,14000000.0,6950045.0,15472775.0,18714343.0,DreamWorks,94.0
261,Crawl,6.2,62974.0,R,Action,Alexandre Aja,Michael Rasmussen,Kaya Scodelario,USA,13500000.0,12005210.0,39014193.0,91542097.0,Paramount Pictures,87.0
262,The Dark Tower,5.6,124754.0,PG-13,Action,Nikolaj Arcel,Akiva Goldsman,Idris Elba,USA,60000000.0,19153698.0,50701325.0,113231078.0,Columbia Pictures,95.0
263,Gretel & Hansel,5.3,19109.0,PG-13,Fantasy,Oz Perkins (as Osgood Perkins),Rob Hayes,Sophia Lillis,Canada,5000000.0,6154007.0,15347654.0,22051055.0,Orion Pictures,87.0
264,Kong: Skull Island,6.6,263130.0,PG-13,Action,Jordan Vogt-Roberts,Dan Gilroy,Tom Hiddleston,USA,185000000.0,61025472.0,168052812.0,566652812.0,Warner Bros.,118.0
265,The Gift,7.0,136637.0,R,Drama,Joel Edgerton,Joel Edgerton,Jason Bateman,USA,5000000.0,11854273.0,43787265.0,58980521.0,Blumhouse Productions,108.0
266,Life,6.6,203553.0,R,Horror,Daniel Espinosa,Rhett Reese,Jake Gyllenhaal,UK,58000000.0,12501936.0,30234022.0,100541806.0,Columbia Pictures,104.0
267,Lion,8.0,208048.0,PG-13,Biography,Garth Davis,Saroo Brierley,Dev Patel,UK,12000000.0,123360.0,51738905.0,140312928.0,The Weinstein Company,118.0
268,Serenity,5.4,33883.0,R,Drama,Steven Knight,Steven Knight,Matthew McConaughey,UK,25000000.0,4415403.0,8547045.0,14454622.0,Blue Budgie Films Limited,106.0
269,The Last Full Measure,6.7,5781.0,R,Drama,Todd Robinson,Todd Robinson,Sebastian Stan,USA,20000000.0,1058019.0,2949212.0,3364426.0,Foresight Unlimited,116.0
270,Jason Bourne,6.6,204706.0,PG-13,Action,Paul Greengrass,Paul Greengrass,Matt Damon,USA,120000000.0,59215365.0,162434410.0,415484914.0,Universal Pictures,123.0
271,American Made,7.2,154524.0,R,Action,Doug Liman,Gary Spinelli,Tom Cruise,USA,50000000.0,16776390.0,51342000.0,134866593.0,Cross Creek Pictures,115.0
272,Widows,6.9,83235.0,R,Crime,Steve McQueen,Gillian Flynn,Viola Davis,UK,42000000.0,12361307.0,42402632.0,75984700.0,New Regency Productions,129.0
273,Replicas,5.5,30138.0,PG-13,Drama,Jeffrey Nachmanoff,Chad St. John,Keanu Reeves,UK,30000000.0,2375325.0,4046429.0,9330075.0,Company Films,107.0
274,Pitch Perfect 3,5.8,54444.0,PG-13,Comedy,Trish Sie,Kay Cannon,Anna Kendrick,USA,45000000.0,19928525.0,104897530.0,185400345.0,Brownstone Entertainment (II),93.0
275,Darkest Hour,7.4,166946.0,PG-13,Biography,Joe Wright,Anthony McCarten,Gary Oldman,UK,30000000.0,175006.0,56468410.0,150847274.0,Focus Features,125.0
276,Bad Moms,6.2,111485.0,R,Comedy,"Jon Lucas, Scott Moore",Jon Lucas,Mila Kunis,USA,20000000.0,23817340.0,113257297.0,183936074.0,STX Entertainment,100.0
277,Tomb Raider,6.3,186651.0,PG-13,Action,Roar Uthaug,Geneva Robertson-Dworet,Alicia Vikander,UK,94000000.0,23633317.0,58250803.0,274650803.0,Warner Bros.,119.0
278,The Huntsman: Winter's War,6.1,96057.0,PG-13,Action,Cedric Nicolas-Troyan,Evan Spiliotopoulos,Chris Hemsworth,USA,115000000.0,19445035.0,48390190.0,164989338.0,Universal Pictures,114.0
279,Gifted,7.6,96489.0,PG-13,Drama,Marc Webb,Tom Flynn,Chris Evans,USA,7000000.0,446380.0,24801212.0,43069254.0,Dayday Films,101.0
280,Long Shot,6.8,89441.0,R,Comedy,Jonathan Levine,Dan Sterling,Charlize Theron,USA,40000000.0,9740064.0,30316271.0,53873809.0,Summit Entertainment,125.0
281,The Fate of the Furious,6.7,200303.0,PG-13,Action,F. Gary Gray,Gary Scott Thompson,Vin Diesel,China,250000000.0,98786705.0,226008385.0,1236005118.0,Universal Pictures,136.0
282,The Divergent Series: Insurgent,6.2,214053.0,PG-13,Action,Robert Schwentke,Brian Duffield,Shailene Woodley,USA,110000000.0,52263680.0,130179072.0,297002527.0,Summit Entertainment,119.0
283,Ralph Breaks the Internet,7.1,125611.0,PG,Animation,"Phil Johnston, Rich Moore",Phil Johnston,John C. Reilly,USA,175000000.0,56237634.0,201091711.0,529323962.0,Walt Disney Animation Studios,112.0
284,Everest,7.1,193687.0,PG-13,Action,Baltasar Kormákur,William Nicholson,Jason Clarke,UK,55000000.0,7222035.0,43482270.0,203427584.0,Working Title Films,121.0
285,Southpaw,7.4,214000.0,R,Action,Antoine Fuqua,Kurt Sutter,Jake Gyllenhaal,Hong Kong,30000000.0,16701294.0,52421953.0,91970827.0,Escape Artists,124.0
286,The Disaster Artist,7.4,134367.0,R,Biography,James Franco,Scott Neustadter,James Franco,USA,10000000.0,1211345.0,21120616.0,29820616.0,Good Universe,104.0
287,10 Cloverfield Lane,7.2,284519.0,PG-13,Action,Dan Trachtenberg,Josh Campbell,John Goodman,USA,15000000.0,24727437.0,72082998.0,110216998.0,Paramount Pictures,103.0
288,Paddington 2,7.8,58522.0,PG,Adventure,Paul King,Paul King,Ben Whishaw,UK,40000000.0,11001961.0,40891591.0,227978645.0,StudioCanal,103.0
289,Escape Room,6.3,78939.0,PG-13,Action,Adam Robitel,Bragi F. Schut,Taylor Russell,USA,9000000.0,18238172.0,57005601.0,155712077.0,Columbia Pictures,99.0
290,Annabelle Comes Home,5.9,54431.0,R,Horror,Gary Dauberman,James Wan,Vera Farmiga,USA,30000000.0,20269723.0,74152591.0,231252591.0,Atomic Monster,106.0
291,Alice Through the Looking Glass,6.2,90281.0,PG,Adventure,James Bobin,Linda Woolverton,Mia Wasikowska,USA,170000000.0,26858726.0,77041381.0,299457024.0,Walt Disney Pictures,113.0
292,Christopher Robin,7.3,66630.0,PG,Comedy,Marc Forster,A.A. Milne,Ewan McGregor,UK,75000000.0,24585139.0,99215042.0,197744377.0,2DUX²,104.0
293,Hell or High Water,7.6,199320.0,R,Action,David Mackenzie,Taylor Sheridan,Chris Pine,USA,12000000.0,621329.0,27007844.0,37879877.0,CBS Films,102.0
294,Pokémon Detective Pikachu,6.6,131730.0,PG,Action,Rob Letterman,Dan Hernandez,Ryan Reynolds,USA,150000000.0,54365242.0,144105346.0,433005346.0,Warner Bros.,104.0
295,The Circle,5.3,82338.0,PG-13,Drama,James Ponsoldt,James Ponsoldt,Emma Watson,United Arab Emirates,18000000.0,9034148.0,20497844.0,40656399.0,1978 Films,110.0
296,Mile 22,6.1,63608.0,R,Action,Peter Berg,Graham Roland,Mark Wahlberg,USA,50000000.0,13710825.0,36108758.0,66308758.0,STX Entertainment,94.0
